,C1,C2,C3
LOG_TOTAL_UNIQUE_BENEFICIARIES,-0.5364408264349493,0.21903339640341354,0.1862596513997224
LOG_TOTAL_CLAIMS,-0.5016029301429447,-0.3443360273688059,0.005789727786245904
LOG_TOTAL_PAID,-0.3534877915423513,-0.3067359234713577,0.6720723449651833
LOG_PAID_PER_CLAIM,0.4129375382639467,0.22342854710840324,0.6331075633892432
LOG_CLAIMS_PER_BENE,0.0976812998088244,-0.6767044957123289,-0.21916831790251495
LOG_PAID_PER_BENE,0.39447823082710426,-0.48116614031722726,0.2544261111850212
